,age,education,race,sex
31894,59,Some-college,White,Male
31895,38,Some-college,White,Male
31896,22,Some-college,White,Male
31897,28,12th,Black,Female
31898,47,Bachelors,White,Male
31899,59,Some-college,White,Male
31900,37,HS-grad,White,Male
31901,33,Bachelors,White,Female
31902,34,10th,White,Male
31903,35,Masters,White,Male
31904,55,10th,White,Male
31905,18,12th,White,Male
31906,48,Assoc-acdm,White,Female
31907,48,Masters,White,Male
31908,70,Some-college,White,Female
31909,27,HS-grad,White,Male
31910,43,Masters,Black,Female
31911,32,Some-college,White,Male
31912,62,HS-grad,White,Male
31913,18,HS-grad,White,Male
31914,50,Bachelors,White,Male
31915,38,HS-grad,Amer-Indian-Eskimo,Male
31916,18,9th,Black,Male
31917,46,9th,White,Male
31918,26,Some-college,Asian-Pac-Islander,Male
31919,44,7th-8th,White,Female
31920,32,Some-college,White,Female
31921,25,Bachelors,White,Female
31922,55,HS-grad,White,Female
31923,55,Some-college,White,Male
31924,25,Some-college,White,Female
31925,40,Bachelors,White,Male
31926,29,Assoc-voc,White,Male
31927,60,11th,White,Male
31928,45,HS-grad,White,Male
31929,43,HS-grad,White,Male
31930,24,HS-grad,White,Female
31931,34,Bachelors,White,Female
31932,47,Some-college,White,Male
31933,24,HS-grad,White,Female
31934,47,Some-college,White,Male
31935,18,11th,White,Female
31936,50,Some-college,White,Male
31937,22,Some-college,White,Male
31938,49,Bachelors,White,Male
31939,41,HS-grad,White,Male
31940,68,HS-grad,White,Male
31941,62,7th-8th,White,Female
31942,25,Bachelors,White,Female
31943,24,Some-college,White,Female
31944,44,Bachelors,White,Male
31945,32,9th,Black,Male
31946,49,Masters,White,Male
31947,68,Some-college,White,Female
31948,25,Assoc-acdm,White,Female
31949,47,Bachelors,White,Male
31950,35,Bachelors,White,Male
31951,37,11th,White,Male
31952,57,HS-grad,White,Male
31953,37,Bachelors,White,Female
31954,34,10th,Black,Female
31955,46,Assoc-voc,White,Female
31956,21,11th,White,Female
31957,26,HS-grad,White,Female
31958,45,HS-grad,White,Male
31959,17,HS-grad,White,Female
31960,36,Assoc-acdm,White,Male
31961,33,12th,White,Male
31962,27,HS-grad,Black,Male
31963,32,HS-grad,White,Male
31964,24,HS-grad,Black,Female
31965,37,HS-grad,Black,Female
31966,53,Doctorate,White,Male
31967,44,Some-college,White,Male
31968,43,HS-grad,White,Male
31969,29,HS-grad,Black,Female
31970,47,Bachelors,White,Male
31971,37,Masters,White,Male
31972,43,Prof-school,White,Male
31973,23,Some-college,Black,Female
31974,50,Bachelors,White,Male
31975,25,Some-college,White,Male
31976,40,Some-college,White,Male
31977,39,Assoc-voc,White,Male
31978,41,HS-grad,White,Male
31979,32,HS-grad,White,Male
31980,19,Some-college,White,Female
31981,26,HS-grad,White,Male
31982,30,Bachelors,White,Male
31983,34,Some-college,White,Male
31984,41,Some-college,White,Female
31985,42,Bachelors,Other,Male
31986,45,Assoc-voc,White,Male
31987,22,Some-college,White,Male
31988,25,Some-college,White,Male
31989,22,Some-college,Black,Male
31990,46,Prof-school,White,Male
31991,48,Some-college,White,Male
31992,45,HS-grad,White,Male
31993,19,Some-college,White,Male
31994,31,11th,White,Male
31995,30,Some-college,Black,Male
31996,40,Assoc-acdm,White,Male
31997,60,Some-college,White,Male
31998,52,12th,Black,Female
31999,22,Some-college,White,Female
32000,25,Some-college,Black,Male
32001,51,Masters,White,Male
32002,32,Assoc-acdm,White,Male
32003,51,Bachelors,White,Male
32004,42,Some-college,White,Male
32005,39,HS-grad,White,Male
32006,24,HS-grad,White,Male
32007,52,HS-grad,White,Female
32008,58,1st-4th,Amer-Indian-Eskimo,Male
32009,43,Masters,White,Male
32010,31,HS-grad,White,Male
32011,28,HS-grad,White,Male
32012,31,Masters,White,Male
32013,61,HS-grad,White,Male
32014,26,Bachelors,White,Female
32015,46,Bachelors,White,Male
32016,62,HS-grad,White,Male
32017,50,Masters,White,Female
32018,18,11th,White,Female
32019,23,Bachelors,White,Male
32020,21,Some-college,White,Female
32021,46,Assoc-acdm,Other,Male
32022,38,HS-grad,White,Female
32023,53,12th,White,Male
32024,53,HS-grad,White,Male
32025,50,Some-college,White,Male
32026,26,HS-grad,White,Male
32027,46,Masters,White,Female
32028,44,Bachelors,White,Male
32029,36,Masters,White,Male
32030,20,Some-college,White,Female
32031,35,7th-8th,White,Male
32032,40,Bachelors,White,Female
32033,70,HS-grad,White,Male
32034,57,7th-8th,White,Male
32035,40,Preschool,White,Male
32036,18,11th,White,Male
32037,45,Bachelors,White,Male
32038,52,Bachelors,White,Male
32039,24,HS-grad,White,Male
32040,42,Bachelors,Black,Male
32041,28,HS-grad,White,Male
32042,32,Assoc-voc,White,Female
32043,56,Bachelors,White,Male
32044,44,1st-4th,Asian-Pac-Islander,Female
32045,20,Some-college,Black,Female
32046,32,Bachelors,White,Male
32047,59,Some-college,White,Male
32048,21,HS-grad,Black,Male
32049,32,Masters,White,Male
32050,49,HS-grad,White,Male
32051,22,Bachelors,White,Female
32052,51,Some-college,White,Male
32053,33,HS-grad,White,Male
32054,23,Bachelors,White,Male
32055,34,HS-grad,Black,Male
32056,53,12th,White,Female
32057,44,Bachelors,White,Male
32058,60,Some-college,Black,Female
32059,55,Some-college,White,Male
32060,57,HS-grad,White,Male
32061,59,Doctorate,White,Male
32062,26,Some-college,Asian-Pac-Islander,Male
32063,30,Assoc-voc,White,Female
32064,49,Bachelors,White,Female
32065,45,12th,White,Male
32066,29,Bachelors,White,Female
32067,37,HS-grad,White,Male
32068,21,12th,White,Male
32069,36,HS-grad,White,Male
32070,18,HS-grad,White,Female
32071,37,Bachelors,White,Male
32072,19,HS-grad,White,Female
32073,65,7th-8th,White,Male
32074,30,Assoc-voc,White,Female
32075,27,Masters,Other,Female
32076,59,Some-college,White,Male
32077,32,Assoc-voc,White,Male
32078,25,Bachelors,White,Male
32079,40,Bachelors,White,Male
32080,21,9th,White,Male
32081,49,Bachelors,White,Female
32082,49,Some-college,White,Male
32083,51,HS-grad,Black,Female
32084,48,9th,White,Male
32085,42,Some-college,White,Male
32086,53,11th,White,Male
32087,29,HS-grad,White,Male
32088,21,HS-grad,Asian-Pac-Islander,Female
32089,54,HS-grad,White,Male
32090,66,Bachelors,White,Male
32091,34,Bachelors,White,Female
32092,39,Bachelors,White,Male
32093,62,Assoc-voc,White,Male
32094,30,HS-grad,White,Male
32095,27,Bachelors,White,Female
32096,25,Assoc-voc,White,Male
32097,26,HS-grad,White,Male
32098,45,HS-grad,White,Male
32099,55,Some-college,White,Female
32100,26,HS-grad,White,Male
32101,45,Bachelors,White,Female
32102,61,Masters,White,Female
32103,34,7th-8th,Black,Female
32104,26,HS-grad,Black,Male
32105,44,Masters,White,Female
32106,45,Some-college,White,Male
32107,55,Some-college,White,Female
32108,20,Some-college,Asian-Pac-Islander,Male
32109,48,Assoc-acdm,White,Male
32110,33,HS-grad,White,Male
32111,44,9th,Black,Male
32112,32,Bachelors,White,Male
32113,54,7th-8th,White,Male
32114,40,Masters,White,Male
32115,29,HS-grad,Asian-Pac-Islander,Female
32116,56,10th,Black,Male
32117,47,HS-grad,White,Male
32118,22,Some-college,White,Female
32119,46,Some-college,White,Male
32120,24,Some-college,White,Male
32121,37,HS-grad,White,Male
32122,49,HS-grad,White,Male
32123,44,Some-college,White,Male
32124,21,HS-grad,White,Male
32125,55,HS-grad,White,Male
32126,23,Bachelors,White,Female
32127,50,11th,White,Female
32128,44,Assoc-voc,White,Female
32129,48,Some-college,Asian-Pac-Islander,Male
32130,38,Masters,White,Male
32131,48,Prof-school,White,Male
32132,39,Some-college,White,Male
32133,52,HS-grad,White,Male
32134,63,HS-grad,White,Female
32135,48,HS-grad,White,Female
32136,37,Masters,White,Female
32137,26,Masters,White,Female
32138,50,11th,White,Male
32139,47,Prof-school,White,Male
32140,19,HS-grad,White,Female
32141,34,Some-college,White,Female
32142,29,Some-college,White,Female
32143,33,HS-grad,White,Male
32144,53,Some-college,White,Female
32145,24,HS-grad,White,Male
32146,39,Some-college,White,Male
32147,50,Assoc-acdm,White,Female
32148,31,Bachelors,White,Male
32149,22,Assoc-voc,Black,Female
32150,42,Bachelors,White,Male
32151,23,12th,White,Female
32152,22,11th,White,Male
32153,65,5th-6th,White,Female
32154,34,HS-grad,White,Male
32155,23,Some-college,White,Male
32156,38,Bachelors,White,Male
32157,45,Some-college,White,Male
32158,19,HS-grad,White,Male
32159,46,Bachelors,White,Female
32160,23,Some-college,White,Female
32161,37,HS-grad,White,Male
32162,59,Bachelors,White,Male
32163,36,Bachelors,White,Male
32164,35,Bachelors,White,Male
32165,51,Some-college,White,Female
32166,42,Bachelors,Black,Female
32167,35,Masters,White,Female
32168,20,HS-grad,White,Female
32169,25,HS-grad,Asian-Pac-Islander,Male
32170,41,10th,White,Male
32171,40,HS-grad,White,Male
32172,36,Assoc-acdm,White,Female
32173,34,Masters,White,Male
32174,44,Bachelors,White,Male
32175,31,Bachelors,White,Male
32176,41,HS-grad,White,Male
32177,43,Some-college,White,Male
32178,43,Masters,White,Female
32179,58,10th,White,Male
32180,19,Some-college,White,Female
32181,43,Bachelors,White,Male
32182,50,HS-grad,White,Male
32183,44,Some-college,White,Male
32184,46,HS-grad,White,Male
32185,52,Bachelors,White,Male
32186,52,HS-grad,White,Male
32187,18,12th,White,Female
32188,29,Bachelors,White,Female
32189,19,HS-grad,White,Female
32190,34,Bachelors,White,Male
32191,23,Some-college,Black,Male
32192,64,Some-college,White,Female
32193,68,10th,White,Male
32194,42,HS-grad,Black,Female
32195,41,HS-grad,White,Male
32196,41,HS-grad,White,Male
32197,22,Some-college,White,Female
32198,67,Some-college,White,Male
32199,27,Some-college,Asian-Pac-Islander,Male
32200,25,Masters,White,Male
32201,49,HS-grad,White,Female
32202,28,Assoc-acdm,White,Male
32203,51,Doctorate,Asian-Pac-Islander,Male
32204,23,Bachelors,Asian-Pac-Islander,Female
32205,19,12th,White,Female
32206,72,5th-6th,White,Female
32207,33,Some-college,White,Male
32208,53,Some-college,White,Male
32209,35,Assoc-voc,White,Male
32210,31,Bachelors,White,Male
32211,18,12th,White,Female
32212,45,Assoc-voc,White,Female
32213,28,Bachelors,White,Female
32214,22,5th-6th,White,Male
32215,55,Some-college,White,Male
32216,45,HS-grad,White,Male
32217,22,HS-grad,White,Female
32218,37,HS-grad,White,Male
32219,28,HS-grad,White,Male
32220,19,11th,Black,Female
32221,37,HS-grad,White,Male
32222,50,Doctorate,White,Male
32223,31,HS-grad,White,Female
32224,40,Preschool,White,Female
32225,51,9th,White,Male
32226,56,HS-grad,White,Female
32227,21,Some-college,White,Female
32228,40,Assoc-voc,White,Male
32229,22,Some-college,Black,Female
32230,47,Prof-school,White,Male
32231,44,HS-grad,Amer-Indian-Eskimo,Male
32232,30,Some-college,Other,Male
32233,44,Some-college,White,Female
32234,41,HS-grad,White,Male
32235,47,Assoc-acdm,White,Male
32236,26,Some-college,White,Male
32237,34,Assoc-voc,Black,Male
32238,47,Prof-school,White,Male
32239,36,HS-grad,White,Female
32240,21,Assoc-voc,White,Male
32241,45,Bachelors,White,Male
32242,33,HS-grad,Amer-Indian-Eskimo,Male
32243,33,HS-grad,White,Male
32244,58,HS-grad,White,Female
32245,31,Assoc-acdm,White,Male
32246,32,Some-college,White,Male
32247,44,Bachelors,White,Female
32248,24,Masters,White,Female
32249,35,Bachelors,Amer-Indian-Eskimo,Male
32250,43,Bachelors,White,Male
32251,49,HS-grad,White,Male
32252,37,Bachelors,White,Female
32253,42,Bachelors,White,Male
32254,31,Some-college,Asian-Pac-Islander,Male
32255,19,HS-grad,White,Female
32256,41,Doctorate,White,Female
32257,51,HS-grad,White,Male
32258,51,Prof-school,White,Male
32259,63,10th,White,Female
32260,39,Some-college,White,Male
32261,30,HS-grad,White,Male
32262,62,Some-college,White,Female
32263,27,HS-grad,Other,Male
32264,32,11th,White,Male
32265,37,Bachelors,White,Male
32266,47,Masters,White,Male
32267,31,Masters,White,Male
32268,42,HS-grad,White,Male
32269,37,Assoc-voc,Black,Female
32270,60,HS-grad,White,Male
32271,42,Some-college,White,Male
32272,38,Some-college,White,Male
32273,24,Assoc-acdm,Black,Male
32274,34,HS-grad,White,Male
32275,20,Some-college,White,Female
32276,29,Some-college,White,Male
32277,90,HS-grad,White,Female
32278,55,12th,White,Female
32279,36,HS-grad,White,Male
32280,49,Some-college,White,Female
32281,50,Bachelors,White,Male
32282,17,11th,White,Male
32283,54,HS-grad,White,Male
32284,26,Bachelors,White,Male
32285,44,Assoc-acdm,Asian-Pac-Islander,Female
32286,28,Bachelors,Black,Female
32287,54,Doctorate,White,Male
32288,21,9th,Black,Male
32289,24,Assoc-voc,White,Male
32290,31,HS-grad,White,Female
32291,59,Some-college,Black,Female
32292,41,Some-college,White,Male
32293,29,HS-grad,White,Female
32294,50,Bachelors,White,Male
32295,32,Some-college,White,Male
32296,42,Some-college,White,Female
32297,47,HS-grad,White,Female
32298,44,Some-college,White,Female
32299,49,Bachelors,White,Male
32300,61,Masters,White,Male
32301,65,7th-8th,White,Male
32302,45,HS-grad,White,Male
32303,59,HS-grad,White,Male
32304,30,HS-grad,Black,Female
32305,34,Some-college,White,Male
32306,24,1st-4th,White,Male
32307,42,Bachelors,White,Male
32308,37,Some-college,White,Male
32309,36,10th,White,Male
32310,21,Some-college,White,Male
32311,54,Masters,White,Female
32312,34,12th,White,Male
32313,41,Some-college,White,Male
32314,18,Some-college,White,Male
32315,26,HS-grad,White,Male
32316,23,HS-grad,White,Male
32317,63,Some-college,White,Female
32318,34,Bachelors,White,Male
32319,54,HS-grad,White,Female
32320,37,HS-grad,White,Male
32321,54,HS-grad,White,Male
32322,22,Some-college,White,Female
32323,32,HS-grad,White,Male
32324,42,Some-college,White,Male
32325,31,Some-college,White,Female
32326,48,Doctorate,White,Male
32327,28,Bachelors,Asian-Pac-Islander,Male
32328,31,10th,White,Male
32329,28,Bachelors,White,Male
32330,24,12th,White,Male
32331,50,HS-grad,White,Female
32332,26,HS-grad,White,Male
32333,37,Some-college,White,Male
32334,24,5th-6th,White,Male
32335,18,11th,White,Female
32336,32,HS-grad,Black,Female
32337,23,Bachelors,Asian-Pac-Islander,Male
32338,33,HS-grad,White,Female
32339,49,HS-grad,White,Male
32340,75,Masters,White,Male
32341,74,Bachelors,White,Male
32342,26,Some-college,Black,Male
32343,66,HS-grad,White,Female
32344,34,Bachelors,White,Female
32345,18,12th,White,Male
32346,33,HS-grad,White,Male
32347,36,Bachelors,White,Female
32348,44,Bachelors,White,Male
32349,36,11th,Black,Female
32350,53,Assoc-voc,White,Male
32351,60,7th-8th,White,Male
32352,28,HS-grad,White,Male
32353,36,10th,White,Male
32354,35,Assoc-voc,White,Female
32355,45,Assoc-voc,White,Male
32356,23,Some-college,White,Male
32357,35,Some-college,White,Female
32358,34,Some-college,White,Male
32359,46,Preschool,Black,Male
32360,58,HS-grad,White,Male
32361,55,Masters,White,Female
32362,63,HS-grad,White,Male
32363,41,Some-college,White,Male
32364,45,Assoc-voc,White,Male
32365,41,Masters,White,Male
32366,42,HS-grad,White,Female
32367,90,7th-8th,White,Male
32368,41,HS-grad,White,Male
32369,22,HS-grad,White,Male
32370,53,Prof-school,Asian-Pac-Islander,Male
32371,49,Bachelors,White,Male
32372,51,Some-college,White,Male
32373,22,Bachelors,White,Female
32374,23,Assoc-voc,White,Female
32375,59,HS-grad,White,Male
32376,40,HS-grad,Asian-Pac-Islander,Female
32377,28,HS-grad,White,Male
32378,39,HS-grad,White,Female
32379,25,HS-grad,White,Male
32380,48,Some-college,White,Female
32381,62,9th,Black,Male
32382,44,HS-grad,White,Female
32383,28,Bachelors,White,Male
32384,62,Some-college,White,Male
32385,32,HS-grad,White,Male
32386,59,HS-grad,White,Female
32387,20,Some-college,White,Female
32388,40,Assoc-acdm,White,Female
32389,47,Some-college,White,Male
32390,60,Some-college,White,Male
32391,55,HS-grad,White,Male
32392,18,12th,White,Male
32393,43,Bachelors,White,Male
32394,31,HS-grad,White,Male
32395,22,HS-grad,White,Male
32396,56,HS-grad,Black,Female
32397,41,HS-grad,White,Female
32398,24,HS-grad,White,Male
32399,42,Bachelors,White,Male
32400,53,Some-college,White,Male
32401,52,7th-8th,Black,Female
32402,42,Some-college,White,Male
32403,48,1st-4th,White,Male
32404,35,HS-grad,White,Female
32405,33,11th,White,Male
32406,20,Some-college,White,Female
32407,33,Some-college,White,Male
32408,30,Bachelors,White,Male
32409,31,Some-college,White,Male
32410,29,HS-grad,White,Female
32411,26,HS-grad,White,Male
32412,61,Some-college,Black,Male
32413,45,5th-6th,White,Male
32414,29,HS-grad,White,Female
32415,57,HS-grad,White,Male
32416,33,Assoc-acdm,White,Male
32417,20,Some-college,White,Female
32418,26,Bachelors,White,Female
32419,36,Bachelors,White,Male
32420,23,Bachelors,White,Female
32421,31,HS-grad,Black,Female
32422,47,HS-grad,White,Female
32423,61,11th,White,Female
32424,35,Bachelors,White,Male
32425,23,1st-4th,Amer-Indian-Eskimo,Female
32426,20,HS-grad,White,Male
32427,41,HS-grad,White,Female
32428,39,Bachelors,Asian-Pac-Islander,Female
32429,51,Doctorate,White,Female
32430,61,7th-8th,White,Male
32431,51,7th-8th,White,Female
32432,36,Preschool,Other,Male
32433,41,Bachelors,White,Male
32434,34,HS-grad,White,Female
32435,25,HS-grad,White,Male
32436,37,Prof-school,White,Male
32437,19,HS-grad,White,Male
32438,66,Masters,White,Male
32439,23,Bachelors,White,Male
32440,30,Some-college,White,Male
32441,53,Some-college,White,Male
32442,25,Some-college,Black,Male
32443,18,HS-grad,White,Female
32444,51,HS-grad,White,Male
32445,61,HS-grad,Black,Female
32446,53,HS-grad,Black,Female
